,SMILES,Scaffold,Decorations,Likelihoods,Gat_pred_pIC50,hba_lipinski,hbd_lipinski,slog_p,tpsa,n_stereo,n_rotatable
433,c1cc(C=CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C=CC(*)=O)ccc1,8.39080810546875,5.493986129760742,4,1,5.306300000000005,79.37,1,4
169,C(c1cc(Cl)ccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*Cc1cc(Cl)ccc1,8.390995979309082,5.530129432678223,3,1,5.919900000000004,62.300000000000004,1,4
707,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(Cl)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*c1ccc(Cl)cc1,8.394876480102539,5.352847099304199,3,1,5.924300000000004,62.300000000000004,1,3
1109,c1ccc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(*)c(F)c1,8.398219108581543,5.377121925354004,3,1,5.410000000000003,62.300000000000004,1,3
720,C(C=C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*CC=C,8.401201248168945,5.6153178215026855,3,1,4.2523000000000035,62.300000000000004,1,4
278,c1cc(C)cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C)cc(C*)c1,8.417196273803711,5.423562049865723,3,1,5.574920000000005,62.300000000000004,1,4
181,c1cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(F)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C(*)=O)cc(F)c1,8.42058277130127,5.393470764160156,4,1,5.045800000000003,79.37,1,3
540,c1ccc(C=CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(C=CC(=O)*)cc1,8.424492835998535,5.493986129760742,4,1,5.306300000000005,79.37,1,4
690,c1cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(OC)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C*)cc(OC)c1,8.4387788772583,5.48604679107666,4,1,5.275100000000005,71.53,1,5
358,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(F)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(*)=O)cc(F)ccc1,8.449864387512207,5.393470764160156,4,1,5.045800000000003,79.37,1,3
1322,C(=O)(c1ccccc1F)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1ccccc1F,8.46434211730957,5.445474624633789,4,1,5.045800000000003,79.37,1,3
1037,c1c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(*)cccc1C,8.464498519897461,5.18068790435791,3,1,5.5793200000000045,62.300000000000004,1,3
926,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc(F)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(=O)*)cccc(F)c1,8.467836380004883,5.393470764160156,4,1,5.045800000000003,79.37,1,3
383,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(F)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(=O)*)cc(F)cc1,8.471497535705566,5.393470764160156,4,1,5.045800000000003,79.37,1,3
89,C1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCCCCC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1(*)CCCCCC1,8.487502098083496,5.281093597412109,3,1,5.789100000000005,62.300000000000004,1,3
36,c1(Cl)ccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(Cl)ccc(C(*)=O)cc1,8.487539291381836,5.372488021850586,4,1,5.560100000000004,79.37,1,3
901,C(=O)(c1ccc(F)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(c1ccc(F)cc1)*,8.487958908081055,5.437753677368164,4,1,5.045800000000003,79.37,1,3
431,c1ccc(C)c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(C)c(*)c1,8.488821983337402,5.239174842834473,3,1,5.5793200000000045,62.300000000000004,1,3
391,c1ccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(C(=O)*)cc1C,8.495392799377441,5.228870391845703,4,1,5.215120000000003,79.37,1,3
321,c1c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(Cl)c(Cl)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C*)cc(Cl)c(Cl)c1,8.497533798217773,5.87441873550415,3,1,6.573300000000004,62.300000000000004,1,4
415,C(=O)(CC)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)CC,8.506111145019531,5.650417804718018,4,1,4.002900000000003,79.37,1,3
846,c1c(C)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C)cc(C(*)=O)cc1,8.506412506103516,5.228870391845703,4,1,5.215120000000004,79.37,1,3
885,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)cccc1F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(*)=O)c(F)cccc1F,8.507917404174805,5.112699031829834,4,1,5.184900000000003,79.37,1,3
230,Fc1ccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,Fc1ccc(C(=O)*)cc1,8.508949279785156,5.437753677368164,4,1,5.045800000000004,79.37,1,3
686,c1cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)cc1F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C(=O)*)c(F)cc1F,8.514425277709961,5.470746994018555,4,1,5.184900000000003,79.37,1,3
800,C1C(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCC(C)C1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1C(*)CCC(C)C1,8.515191078186035,4.873765468597412,3,1,5.645000000000005,62.300000000000004,1,3
1017,C1C(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCCCC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1C(*)CCCCC1,8.516351699829102,5.281093597412109,3,1,5.789100000000005,62.300000000000004,1,3
237,c1cccc(CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cccc(CC(*)=O)c1,8.519723892211914,5.454789638519287,4,1,4.835600000000004,79.37,1,4
986,c1(F)c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(F)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(F)c(*)ccc(F)c1,8.521862030029297,5.50284481048584,3,1,5.549100000000003,62.300000000000004,1,3
993,c1cc(CCCN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(CCC*)ccc1,8.525390625,5.467151165008545,3,1,5.699100000000005,62.300000000000004,1,6
582,C(c1cccc(C)c1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*Cc1cccc(C)c1,8.528931617736816,5.423562049865723,3,1,5.574920000000005,62.300000000000004,1,4
1240,c1(C)cccc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C)cccc(*)c1,8.531204223632812,5.18068790435791,3,1,5.5793200000000045,62.300000000000004,1,3
572,C(=O)(c1cccc(OC)c1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1cccc(OC)c1,8.531298637390137,5.423052787780762,5,1,4.915300000000005,88.6,1,4
785,C(c1ccc(OC)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)c1ccc(OC)cc1,8.535073280334473,5.525903701782227,4,1,5.275100000000005,71.53,1,5
982,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(F)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*c1ccc(F)cc1,8.542681694030762,5.417361259460449,3,1,5.410000000000004,62.300000000000004,1,3
417,c1c(C)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C)cc(C(*)=O)cc1C,8.552786827087402,5.436290264129639,4,1,5.523540000000004,79.37,1,3
909,c1cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C(=O)*)c(F)cc1,8.55416488647461,5.445474624633789,4,1,5.045800000000003,79.37,1,3
893,c1c(F)c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(F)c(C*)ccc1F,8.565550804138184,5.628846645355225,3,1,5.544700000000003,62.300000000000004,1,4
1316,c1ccc(CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(CC(*)=O)cc1,8.574623107910156,5.454789638519287,4,1,4.835600000000004,79.37,1,4
741,C(c1ccc(F)cc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(c1ccc(F)cc1)(*)=O,8.577254295349121,5.437753677368164,4,1,5.045800000000003,79.37,1,3
71,C(=O)(c1cc(OC)c(OC)c(OC)c1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1cc(OC)c(OC)c(OC)c1,8.577431678771973,5.348995208740234,7,1,4.9325000000000045,107.06,1,6
1043,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc(Cl)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(=O)*)cccc(Cl)c1,8.591670989990234,5.380748748779297,4,1,5.560100000000004,79.37,1,3
427,c1cc(F)c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(F)c(C(*)=O)c(F)c1,8.593498229980469,5.112699031829834,4,1,5.1849000000000025,79.37,1,3
1212,c1cc(Cl)c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(Cl)c(*)cc1,8.607183456420898,5.286667823791504,3,1,5.924300000000004,62.300000000000004,1,3
302,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(OC)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(=O)*)cc(OC)cc1,8.607361793518066,5.423052787780762,5,1,4.915300000000005,88.60000000000001,1,4
721,c1c(OC)ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(OC)ccc(C*)c1,8.60759162902832,5.525903701782227,4,1,5.2751000000000055,71.53,1,5
318,C(C=C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(C=C)*,8.611749649047852,5.6153178215026855,3,1,4.2523000000000035,62.300000000000004,1,4
918,O=C(CN)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(CN)*,8.614416122436523,5.920254707336426,5,2,2.5516000000000005,105.39000000000001,1,3
637,C(c1cc(F)c(F)cc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(c1cc(F)c(F)cc1)=O,8.615013122558594,5.467032432556152,4,1,5.184900000000003,79.37,1,3
1377,c1c(CCCN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(CCC*)cccc1,8.618797302246094,5.467151165008545,3,1,5.699100000000006,62.300000000000004,1,6
861,c1(C)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C)cc(C(=O)*)ccc1,8.619088172912598,5.228870391845703,4,1,5.215120000000004,79.37,1,3
680,c1(F)cc(F)c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(F)cc(F)c(*)cc1,8.621808052062988,5.50284481048584,3,1,5.549100000000004,62.300000000000004,1,3
198,c1(C)c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C)c(*)ccc(C)c1,8.625374794006348,5.290379524230957,3,1,5.887740000000004,62.300000000000004,1,3
1239,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(Cl)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(=O)*)cc(Cl)ccc1,8.625433921813965,5.380748748779297,4,1,5.560100000000004,79.37,1,3
162,COc1ccc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,COc1ccc(*)cc1,8.630219459533691,5.443830490112305,4,1,5.279500000000004,71.53,1,4
811,c1(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(C(C)(C)C)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C*)ccc(C(C)(C)C)cc1,8.631561279296875,5.48081111907959,3,1,6.564000000000006,62.300000000000004,1,4
116,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc1F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(=O)*)cccc1F,8.635339736938477,5.393470764160156,4,1,5.045800000000003,79.37,1,3
801,c1cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1OC,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C*)ccc1OC,8.636177062988281,5.525903701782227,4,1,5.275100000000005,71.53,1,5
253,C(=O)(C1CC1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(*)C1CC1,8.641718864440918,5.576311111450195,4,1,4.002900000000003,79.37,1,3
937,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(C(=O)C)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(*)ccc(C(=O)C)cc1,8.643375396728516,5.375446319580078,4,1,5.473500000000005,79.37,1,4
470,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)cccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(*)=O)c(C)cccc1,8.657398223876953,5.2806196212768555,4,1,5.215120000000004,79.37,1,3
1160,c1c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(*)c(F)ccc1,8.66308307647705,5.377121925354004,3,1,5.410000000000004,62.300000000000004,1,3
492,c1cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(Cl)c1Cl,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C*)cc(Cl)c1Cl,8.664527893066406,5.87441873550415,3,1,6.573300000000003,62.300000000000004,1,4
755,C(=O)(Cc1ccc(Cl)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)Cc1ccc(Cl)cc1,8.666128158569336,5.514579772949219,4,1,5.489000000000003,79.37,1,4
438,C(=O)(C1CC1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)(=O)C1CC1,8.668664932250977,5.576311111450195,4,1,4.002900000000003,79.37,1,3
100,c1(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C*)ccc(O)cc1,8.6731595993042,5.5085954666137695,4,2,4.972100000000005,82.53,1,4
525,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(Cl)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(=O)*)cc(Cl)cc1,8.674200057983398,5.380748748779297,4,1,5.560100000000004,79.37,1,3
697,c1(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)cccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C*)c(F)cccc1,8.67570686340332,5.637272834777832,3,1,5.405600000000004,62.300000000000004,1,4
541,C(c1cccc(F)c1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(c1cccc(F)c1)=O,8.679498672485352,5.393470764160156,4,1,5.045800000000003,79.37,1,3
287,c1c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)cc(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(*)c(C)cc(C)c1,8.684247016906738,5.290379524230957,3,1,5.887740000000005,62.300000000000004,1,3
220,c1ccccc1CC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccccc1CC(*)=O,8.685155868530273,5.454789638519287,4,1,4.835600000000004,79.37,1,4
668,C(=O)(Cc1ccccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(Cc1ccccc1)*,8.687735557556152,5.454789638519287,4,1,4.835600000000004,79.37,1,4
1368,c1(OC)ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(OC)ccc(C*)cc1,8.691664695739746,5.525903701782227,4,1,5.275100000000005,71.53,1,5
1063,c1cc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(OC)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(*)cc(OC)c1,8.693754196166992,5.364589691162109,4,1,5.279500000000005,71.53,1,4
225,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc(OC)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(=O)*)cccc(OC)c1,8.696338653564453,5.423052787780762,5,1,4.915300000000004,88.60000000000001,1,4
823,c1c(Cl)cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(Cl)cc(C*)cc1,8.708053588867188,5.530129432678223,3,1,5.919900000000004,62.300000000000004,1,4
430,C(c1cc(Cl)c(Cl)cc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(c1cc(Cl)c(Cl)cc1)=O,8.709127426147461,5.445155143737793,4,1,6.213500000000004,79.37,1,3
664,C(c1cc(OC)c(OC)c(OC)c1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(c1cc(OC)c(OC)c(OC)c1)=O,8.709455490112305,5.348995208740234,7,1,4.9325000000000045,107.06,1,6
1216,c1(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C(F)(F)F)cc(C(F)(F)F)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C*)cc(C(F)(F)F)cc(C(F)(F)F)c1,8.71533489227295,5.374405860900879,3,1,7.304100000000005,62.300000000000004,1,4
725,C(c1c(C)cccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*Cc1c(C)cccc1,8.717867851257324,5.430509567260742,3,1,5.574920000000005,62.300000000000004,1,4
1224,n1ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,n1ccc(C*)cc1,8.728052139282227,5.5736799240112305,4,1,4.661500000000004,75.19,1,4
899,c1(CCCN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(CCC*)ccccc1,8.728288650512695,5.467151165008545,3,1,5.699100000000006,62.300000000000004,1,6
296,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(*)=O)cccc1C,8.735092163085938,5.228870391845703,4,1,5.215120000000004,79.37,1,3
669,c1cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1C#N,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C*)ccc1C#N,8.73717975616455,5.473152160644531,4,1,5.138180000000004,86.09,1,4
1081,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccccc1F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(*)=O)ccccc1F,8.749160766601562,5.445474624633789,4,1,5.045800000000003,79.37,1,3
744,C=CCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C=CC*,8.750277519226074,5.6153178215026855,3,1,4.2523000000000035,62.300000000000004,1,4
